5462:108532,8010,76,27910,302,70,84,654,106561,616
5472:57179,113496,116555,102527,226,76017,75350,53618,72845,986
5474:66873,96765,108440,302,58,76,84,8,650,38841
5477:95313,37419,116695,112244,64549,68806,103164,70375,149,16005
5478:24120,90552,26262,6803,30188,15557,69774,119682,64427,82429
5479:75677,7312,14028,100156,91219,25082,81,21722,66583,10234
5480:76841,43352,58,616,84,8,76,518,650,542
5499:107556,226,7211,4078,110670,17,32272,1749,116404,32268
5500:19544,3578,14297,56320,30759,65045,35016,63192,96442,42389
5502:4800,118347,79330,46626,35215,115956,107888,97302,74420,5881
5512:26828,17,66450,302,616,654,73928,113953,47389,58
5527:302,654,616,564,30998,46513,70274,116117,89921,68855
5529:17,669,866,302,76,224,654,58,81,616
5530:28823,8546,60776,17,302,58,654,554,42268,106975
5535:1382,112728,17,44943,35785,92776,65,302,8,76
5536:3409,38841,67074,67491,24809,34712,19776,54996,28544,79788
5542:26062,72657,23916,17,93946,101965,44591,654,302,327
5551:5625,302,30791,654,2249,13874,27663,109719,111903,63554
5562:27947,37919,37801,102351,17,302,58,56656,109863,64131
5580:302,654,616,58,52619,29,76,84,650,518
5584:2260,30078,46572,16360,2856,7940,31241,97784,8820,40870
5601:418,87453,105609,17,48329,35724,302,32896,43003,58
5611:51333,94003,50343,107156,7500,93983,60433,78051,35466,90408
5632:17,302,654,58,76409,29054,84,76,8,61948
5640:98679,109245,77518,66113,76,1069,698,1970,1164,9646
5644:62353,104930,89155,119356,15292,22,1957,3661,2816,19778
5645:30708,6747,51148,17204,38710,78460,13756,93692,80699,107400
5656:109537,302,616,654,58,518,93934,31519,49247,1102
5666:92659,7192,99678,15632,56598,95568,96941,109847,10014,236
5683:24145,30991,70240,719,47919,5771,34122,44248,33608,6841
5691:17,669,866,302,76,224,654,58,81,616
5696:2292,39881,19797,44195,43912,17,13436,1196,102837,3449
5702:3265,616,76684,7436,89202,36975,84,650,76,8
5707:1352,2880,111757,189,72471,3107,1527,3172,1712,105117
5717:28222,16664,57453,9718,9189,35494,56187,12507,40568,8392
5718:17,302,361,654,84,48,29,58,76,616
5721:40841,41372,578,5227,76744,110010,105862,61670,48002,122038
5722:17,114513,96583,75865,302,24916,15118,654,1217,58
5741:829,26164,34720,91101,278,80027,508,58,616,8
5765:116706,1790,39997,17,24095,6238,94663,65319,61402,94575
5766:114564,70648,76,6906,117428,113348,69687,74238,108576,112163
5780:17,73630,49317,302,32675,30480,109017,63298,23719,58
5784:289,34442,17,68185,302,616,58,16043,71253,35359
5788:41373,74483,18709,3591,1730,719,28577,47847,17,224
5798:10427,123312,47393,97546,46258,56630,119577,80447,17,6257
5803:29,76,8,3522,103746,105231,1102,138,70,736
5817:98553,17,77551,96705,58,66115,117596,6000,64911,109586
5822:90431,75657,105753,22807,19442,25726,40424,20763,101151,119496
5834:2937,77632,17,52847,24955,302,354,98113,47829,67731
5858:719,168,31642,102908,76,72657,23916,95598,49377,101666
5863:50516,40020,77642,109642,226,4671,3578,27085,6425,108549
5864:17,1544,95969,73152,50511,302,654,361,616,866
5865:60576,57108,48712,2406,6496,10147,3819,24400,5693,8166
5866:23952,85812,77549,94334,101605,15810,17118,55890,38709,81
5876:2200,2838,2360,150,5817,50704,86225,100825,41842,10895
5884:855,14229,17,7510,107882,76579,34064,22935,67561,654
5890:118716,17,302,123293,654,15,1102,58,616,301
5891:17,669,866,302,76,224,654,58,81,616
5892:17,669,866,302,76,224,654,58,81,616
5894:106817,15513,29001,112322,121459,102662,54534,42564,10200,29574
5896:6779,2337,1460,18931,6097,327,41398,297,56052,5403
5904:78504,92712,91431,2265,35787,47283,5117,4471,10372,39898
5905:17,84,518,302,616,1102,654,58,564,101
5922:58486,98799,96453,302,654,8,1102,58,29,17414
5923:119382,12303,55207,104801,49162,17,57823,95505,302,616
5943:37543,5885,36518,1567,17,302,654,29,138,58
5947:25363,10860,518,78820,39828,65522,13683,17342,6068,554
5956:302,654,58,650,65391,3020,8,46617,76,1109
5964:794,73630,61136,17,69892,616,302,30728,33896,654
5978:107651,6545,4146,6117,6901,2857,69474,9843,39373,21028
5990:56002,83670,69137,25605,68328,6176,98189,67617,35203,17
5994:15777,19135,2946,11785,56183,2021,6337,51383,3177,74849
6001:9629,112245,41683,8252,54335,30216,42205,101373,87076,719
6002:54993,46949,60601,72458,20438,113941,52374,68438,81338,70542
6013:67247,57565,120287,55047,32590,28912,70755,29527,91370,27036
6018:8445,100903,17,302,4432,37353,27534,61342,25870,63693
6020:698,18975,5053,10048,18168,63439,61763,94015,14890,24655
6027:96278,81201,245,10560,120556,120309,356,81064,62546,6
6031:80208,113892,14642,6974,74776,46666,6673,45379,21816,3448
6062:62980,71028,97247,17,37592,24831,24663,2629,12219,104237
6067:21578,29238,12710,81878,17,7252,119171,39022,302,48
6073:17,616,58,29,84,650,76,8,1102,138
6076:38571,17,100333,97315,33603,76165,47353,5044,98204,73584
6078:12270,59017,17185,1495,15954,58895,51992,63080,60763,100907
6083:2548,5111,10230,2055,3196,13049,11592,10997,8069,99238
6093:25805,75770,80190,21276,115021,52979,96519,121578,79654,32370
6109:37399,118327,70577,101983,51446,17,11900,50033,22358,18295
6110:16947,26496,41066,39082,92439,96868,117200,53700,71553,119489
6118:9601,42322,82300,71245,54862,118893,58511,100438,70730,76
6128:84,76,650,354,1102,866,8,138,736,301
6135:2798,61163,2318,149,16005,70375,64603,112270,110418,24273
6137:302,58,650,29,76,8,363,354,289,138
6139:55030,37701,17,302,1102,8,654,616,58,81684
6140:17856,28355,65496,56372,72033,21291,75098,66868,27343,121564
6145:28140,13186,17424,1202,29,33218,18792,9745,1405,1119
6146:17,669,866,302,76,224,654,58,81,616
6155:18899,50777,27119,77848,109649,15724,120274,94632,90295,26712
6161:2567,87246,110877,24919,3409,37207,27185,102645,4751,100752
6162:48693,17,9943,78592,654,302,76,650,616,29
6164:16059,58756,106232,23014,83564,97807,32272,116404,32268,41532
6179:75454,91433,108472,90372,37561,45502,103009,39148,52442,75388
6186:75735,37982,56317,17,302,13063,16586,31663,98461,29751
6192:88619,106905,12336,7023,64538,17,32096,6733,76,117523
6202:45088,89935,37305,60385,63592,92841,73190,42041,17,302
6205:89137,508,56009,17,302,654,616,8,354,6708
6207:39546,302,654,616,52284,9271,110198,67552,68343,101583
6210:72258,17,5568,20694,80787,50938,63690,103893,7758,53645
6219:73179,20951,4755,3107,1527,1352,2880,30217,10041,46775
6228:90309,25554,61194,302,564,111975,78990,116603,58,698
6270:2280,104149,35850,22192,27048,56379,19132,60504,79129,90574
6271:285,105522,2200,654,80723,74241,122013,58,616,25657
6274:17,669,866,302,76,224,654,58,81,616
6283:79080,53409,302,654,616,58,29,62745,76,226
6290:3191,18315,56444,2232,7471,128,3001,2743,356,224
6292:79832,116742,11884,76,866,53788,4498,500,3484,2548
6298:55329,46264,61736,73007,5045,104675,17,110105,76864,108261
6301:78343,901,83425,17,116810,58918,616,120666,76,84
6312:17,669,866,302,76,224,654,58,81,616
6331:85975,76566,22611,58635,22710,101951,57304,17,986,226
6336:46702,3107,17,24235,1352,71507,4825,302,2880,76
6338:87968,66487,302,100933,23686,3423,16059,58756,106232,398
6345:72550,10985,113462,69700,74374,61197,616,302,8,82518
6351:1913,95533,6327,71326,41639,10585,97145,120997,61504,32694
6357:17872,7178,654,616,58,65308,29,518,813,650
6371:17,71777,654,102630,616,58,29,650,36114,116866
6391:17,669,866,302,76,224,654,58,81,616
6392:61012,58340,53268,50133,6365,81739,17,32096,986,69067
6395:35441,85288,33796,4755,87548,23720,452,110224,4825,385
6404:87437,75083,47523,54163,47329,28658,53074,10746,64059,6380
6407:60848,60811,39811,81,6986,51821,1527,68251,47356,96339
6413:44,17917,44945,94441,97653,71212,52869,49787,81367,7590
6420:85982,122919,25187,38723,112573,121223,25253,39569,59344,108595
6450:5017,60144,60706,101418,71420,650,77527,56814,4949,654
6457:114321,7937,102509,17,302,76,398,14470,30143,654
6469:25666,60248,80589,91860,17,26599,112459,96359,302,120858
6475:117151,10797,74910,33580,63704,17,93322,302,111747,99609
6520:35423,61901,111335,17,80790,116983,20789,76,13501,47397
6536:21187,2983,32347,6960,16350,14906,5195,56755,76546,62839
6543:73450,22913,117834,17,654,616,58,84,21537,29
6555:122902,106608,4509,64638,654,51548,67081,87223,58,616
6565:302,79064,81920,84,837,1102,761,3234,736,17
6568:15822,10230,100022,54995,840,3196,2548,13049,24642,5627
6569:17,669,866,302,76,224,654,58,81,616
6587:22236,122215,45867,59689,26424,109242,119678,123264,17,302
6593:80602,17,58,616,29,27297,92009,44182,102295,6860
6594:115515,1913,17,76,226,89347,51929,84110,109872,71103
6597:1799,102802,2940,76,66995,6901,1651,45574,105659,39059
6600:17317,81,1485,26638,103037,78205,84606,29264,33170,55289
6601:39707,96323,10205,23305,76519,22181,109587,17,361,254
6602:30436,533,79208,20390,16361,4656,5692,2492,42598,50141
6603:8860,12332,12734,17527,297,8167,4575,25910,986,37042
6641:110282,93616,98951,4143,17,102372,112990,302,654,26460
6642:29,8445,13683,25363,518,10860,68444,74119,78820,62435
6655:108482,108940,105226,17,40786,10591,114955,112889,101945,13171
6658:6683,87409,105505,17,3288,16692,54523,45848,45268,57630
6671:27122,92246,25960,68743,6379,9354,38470,1830,3536,59722
6676:79543,97165,87409,105505,17,78319,109616,38120,3900,93842
6682:84,58,120681,33096,106370,616,866,76,301,8
6694:6432,36868,90937,89916,27741,31969,4386,6449,10232,46289
6698:17,669,866,302,76,224,654,58,81,616
6723:135,72038,54673,9491,34522,39155,36636,12657,52162,16670
6724:46213,106695,94891,70587,38728,87469,110955,6371,73823,48544
6725:122292,82958,39916,63397,1178,50223,100683,92075,50825,17
6728:7667,79653,67320,112702,98196,60603,120384,25863,77479,81442
6735:78284,17,72657,23916,58,616,8,84,53597,60752
6736:113316,118750,53318,19536,41267,91633,17,122856,92659,49744
6737:118568,17,84,302,654,76,1429,48885,99,33976
6749:52619,45461,168,34417,73762,35925,75980,120378,31273,42562
6755:115873,77497,72941,51243,17,10413,172,654,21463,58
6773:616,8,45051,40686,301,83009,8270,105290,21461,35841
6792:17,302,654,58,8,29,518,24015,91257,39698
6793:111538,5312,69216,75402,98501,75193,66320,31232,94971,654
6843:2048,31117,33428,15862,11,908,302,2085,159,4671
6851:111976,117494,43423,1527,3107,24042,10096,53804,102971,42425
6881:47043,21970,78050,6127,6491,18239,91518,302,53068,511
6883:17,32992,73676,27744,71946,302,84965,80109,51970,98863
6886:16585,106119,64777,58,616,76,84,8,230,650
6889:14066,41088,39572,89867,47383,3216,40996,654,301,302
6894:17,669,866,302,76,224,654,58,81,616
6895:75864,866,88860,254,17,97748,654,546,2139,51644
6898:17,98679,109245,77518,66113,14104,32596,100341,9186,52193
6903:61375,2414,70209,1913,17,302,2139,654,2312,354
6932:17,616,113909,69036,38460,95787,42058,67052,68781,38921
6933:119117,44566,83544,115413,40055,32322,76528,85756,42854,17
6935:60549,111979,25523,8725,70287,24848,4461,32472,102858,24876
6939:17,12172,76528,85756,7086,110716,25493,302,95606,84333
6948:64933,3514,4589,1007,769,6302,56195,46,4858,601
6950:17,669,866,302,76,224,654,58,81,616
6958:957,17,866,302,2528,650,8,4326,70,16676
6960:37960,20676,113723,97403,8042,41386,45190,5807,85642,13974
6966:3770,2303,81362,8258,38716,61759,40029,105292,123306,81744
6977:105719,37566,46673,355,294,107476,79410,67599,66444,47726
6982:47429,75251,2845,58304,39373,27887,16564,72069,46136,28284
6983:17,669,866,302,76,224,654,58,81,616
6984:18437,71680,70436,64508,97188,95088,109502,82209,14601,108856
6992:98584,40507,1827,2714,441,2403,3207,3618,1875,3506
7005:48548,70100,15,68654,64388,9243,76,98420,107448,26810
7019:17,90053,111126,101965,114495,302,2830,77890,55159,93741
7027:17,669,866,302,76,224,654,58,81,616
7034:32302,60391,2030,50155,113839,94,17,86018,71621,13661
7035:7411,94673,22965,88115,2566,49084,10898,654,84,1102
7036:17,302,654,84,354,58,616,29,76,70
7044:106976,97475,302,654,84,70,1187,48,616,76
7053:74429,34602,106003,55913,42933,73943,39572,94923,25916,1434
7059:661,2012,6256,984,2318,9874,8860,1326,1069,1740
7069:17,669,866,302,76,224,654,58,81,616
7077:31168,32107,43857,62125,58530,77790,173,669,46730,1592
7096:17,669,866,302,76,224,654,58,81,616
7112:89595,72710,37505,103280,75057,66211,115669,102248,71443,107310
7116:106508,1245,52032,43469,45281,78564,22897,10175,17,84802
7118:118202,69103,75550,60824,46820,71559,616,654,75642,15366
7133:20890,103203,68870,90025,12567,111499,83389,46925,58,616
7137:27570,8563,7082,4943,34038,26165,23213,70580,15202,52245
7140:82843,109495,104405,120040,17,84,18827,302,518,616
7159:111627,94102,4809,302,654,18149,75638,27690,73870,101972
7173:57931,103948,96750,39854,106587,81840,101284,17,113635,117926
7178:9974,49349,33580,63704,51511,21613,106110,80579,103462,81449
7183:17,14433,94259,1869,616,121600,11301,650,8,43079
7184:17,669,866,302,76,224,654,58,81,616
7188:17,669,866,302,76,224,654,58,81,616
7192:115978,65097,109303,616,105198,58,96569,8,76,84
7196:17,669,866,302,76,224,654,58,81,616
7203:16045,11590,85953,23684,67763,108122,82552,117743,50754,94173
7214:1985,60127,763,17,230,53660,70783,31232,94971,899
7224:131,90053,17,50146,16967,111861,85951,109759,29410,41523
7225:18087,63391,52049,557,66575,82752,46817,47209,44205,21514
7230:17,669,866,302,76,224,654,58,81,616
7232:77366,86719,95439,2139,10039,3928,50661,76,17,41714
7239:9006,17,302,654,616,58,518,8,76584,34609
7242:77440,5611,19029,44935,76460,9782,20037,7614,29921,48582
7254:69602,3177,12703,14947,73095,41633,47466,68725,69391,86845
7268:17,616,25657,116337,109638,84,1102,650,76,8
7291:64815,7387,55035,102138,90832,39567,13631,3052,32447,62389
7294:23604,47807,80879,17,40405,43064,9252,88963,95057,302
7299:4212,5780,743,121241,89236,86329,101385,32783,23145,166
7303:104811,74118,83785,41588,22110,12781,14670,41595,2016,25113
7326:96998,2621,76,302,616,564,58,654,40,81
7340:7443,15238,5670,11579,1730,10039,56166,5097,3568,890
7346:107581,92157,104853,120443,508,14237,17,4646,52632,79757
7348:12607,31421,14102,46390,4560,103397,72035,50051,5410,55046
7351:17,669,866,302,76,224,654,58,81,616
7356:94447,117677,81526,44945,46215,94441,97653,71212,25248,1682
7366:43535,5708,14125,70757,112505,83626,654,76,616,58
7367:69067,58888,9877,29623,76,6303,1682,8476,28950,15852
7383:422,17,20327,67253,5187,692,19886,409,899,20351
7397:6275,17,96359,302,654,58,116400,81218,114739,63500
7410:81,7590,97194,34528,27726,72564,29681,17811,47469,20396
7414:39511,1180,73480,162,59983,56313,115576,42566,6278,19877
7419:463,76,168,9874,2103,719,34491,35424,8860,4372
7429:17,669,866,302,76,224,654,58,81,616
7433:40566,74190,57547,6666,14796,302,27588,654,41568,117437
7444:20063,7334,4671,27085,26945,7969,52011,94883,7625,7688
7451:38690,1617,12597,48197,121818,69,1917,17944,93408,43327
7461:10077,21852,17,15209,72232,64543,168,226,70,719
7466:10515,84053,10851,6459,116543,32090,25011,118449,118571,97356
7467:33332,36960,23813,20847,34442,22611,58635,62699,95207,12950
7488:49219,81193,302,10279,58,616,22611,58635,518,650
7489:7612,68947,58835,118929,93205,63302,113345,24032,50463,85656
7517:3378,11408,10178,22713,186,40356,45641,36743,39446,32261
7518:1449,908,2950,88510,105982,64920,24580,91601,95232,35644
7519:47008,45998,866,29413,23100,67213,302,226,76,654
7527:20300,33882,1524,39395,17,245,15642,70923,774,1827
7542:50859,48532,19712,32748,31456,14748,9709,20280,595,18404
7555:72027,17692,13716,827,5784,78217,6165,11976,10079,2600
7556:54632,71189,60762,119724,67880,25177,48210,25740,901,22059
7558:168,2318,30188,15557,96163,78586,77107,76,88888,54658
7563:102447,13044,32774,84,58,76,4023,616,224,650
7572:107554,168,719,41683,984,76,40319,77868,44728,65076
7586:102594,57502,62850,78340,52216,48220,29590,63636,168,719
7590:44144,76,302,654,100582,53915,402,616,542,70754
7603:302,654,73563,67315,616,58,29,84,80711,155
7605:31796,19032,122514,1410,302,10544,654,26998,103210,44280
7607:63119,109425,964,44115,97483,19340,28795,1636,30188,15557
7608:14303,57594,91819,41814,302,654,58,8,138,354
7612:616,17,58,654,302,16737,107363,35470,39489,66652
7617:7760,17,654,1119,2641,755,518,542,15,402
7637:97605,98357,57849,98309,67152,57556,96064,50932,1344,66045
7657:102808,118760,44877,6135,53824,73892,782,33346,78274,82141
7661:17876,49217,69652,65233,50272,40026,77238,106711,98793,46658
7678:23185,63945,111353,1352,3107,3172,4825,6434,2880,23191
7682:7836,47276,289,1012,1462,302,8,3216,15556,327
7692:1604,120556,120309,2266,356,6,656,64857,122577,27293
7699:107704,8567,13298,78091,82537,226,1023,10488,54583,36876
7707:109706,15113,99114,616,84,29,84546,76,8,70
7708:109780,6788,311,118661,36739,1335,1539,6328,21624,1097
7713:82100,96941,109847,654,58,236,650,616,70,564
7734:16553,17,61,70,225,429,908,3249,224,327
7741:14186,302,17,179,84,110634,76,8,542,28637
7742:1021,99532,354,4174,3,3628,4113,302,654,87884
7743:65273,6249,4123,736,94856,17,100543,6251,71354,69172
7751:654,15141,58,616,29,84,48,1187,650,354
7760:115177,94791,21997,92907,88755,99264,34316,105640,41402,78932
7766:118281,88238,11499,18787,72296,91964,27490,71237,76,650
7787:34694,88623,43687,95134,82531,119704,17,62804,71247,96760
7813:45021,87046,596,98229,1155,85591,17,616,650,82599
7818:5575,89415,17,616,302,58,654,8,356,84
7823:81258,81547,17818,10360,22203,56344,14310,28541,100001,35260
7825:17,16459,109694,100527,122430,82558,100689,64830,65450,17544
7833:4755,17,3172,7831,23191,3107,2880,5624,6601,24581
7841:224,102813,83858,81861,3187,302,59107,27861,58,29320
7844:2427,63593,47571,106630,50534,119872,322,16819,11739,11183
7850:869,68897,16668,63570,4121,39840,122822,47239,87818,28892
7863:43395,17690,57751,17,66757,860,60545,85918,27827,94080
7869:68701,11091,63266,22646,84171,2303,81362,8258,61759,40029
7888:54038,17,58,654,11,76,84,109402,39700,61790
7889:36985,41575,17578,100877,91701,121752,121885,226,70,17
7894:63428,108197,101572,47215,91900,107379,68558,54256,50605,834
7903:2048,43554,65482,3312,5145,1760,1526,40116,11891,100732
7915:17,49540,50794,107795,302,30353,616,14799,58,84
7921:8117,113158,17816,73102,19482,94366,10503,73131,77993,17812
7945:50045,168,51933,30409,116164,27714,34473,84533,8,21594
7946:2897,8213,8140,58,17,59042,302,654,29,616
7949:98990,80920,27349,17,61966,108979,302,616,654,327
7951:58,616,84,29,76,8,650,301,138,73563
7958:17,669,866,302,76,224,654,58,81,616
7962:2272,17988,8,57931,29,289,650,564,866,94258
7964:49654,46414,65558,42978,81531,113234,69078,118910,110174,47501
7967:25876,2510,565,533,6311,47660,18680,17319,453,4040
7969:17,302,361,654,76,58,616,29,749,84
7975:119117,59525,70280,70,76,302,866,226,29,17552
7976:64110,61463,42330,18963,107349,347,53254,17,236,826
7977:866,302,654,76,84,354,58,29,1102,301
7981:10611,3378,39446,186,22713,68179,32261,45315,696,46421
7990:24486,21505,101155,18485,17,53787,83861,19602,25607,103834
8002:98348,38090,121447,100404,441,8928,75728,93744,108374,32023
8008:17,669,866,302,76,224,654,58,81,616
8009:4756,449,5946,18017,17,58,17238,13164,61875,12752
8023:112684,1382,91303,104462,103732,105270,17,80695,63824,33130
8032:20159,98552,98875,69797,4883,106434,72416,101243,18853,113106
8036:40319,28387,41543,399,984,8252,463,6411,25253,1682
8054:100904,122765,68125,9903,110616,105333,48967,71364,119442,105117
8065:56011,64662,58,650,76,37672,542,29054,518,354
8068:21409,85950,15382,54757,10048,21640,18168,63439,61763,94015
8069:3207,122296,970,3506,866,42776,245,86638,81014,302
8081:104675,63018,24342,121655,302,51877,90844,8036,58145,189
8090:58,616,90880,51996,87192,92611,40679,88822,84,29709
8097:51052,64856,82177,108703,54313,13166,43981,92626,1205,31021
8103:30919,64782,2732,63203,3509,3513,110789,43512,58057,47013
8104:17,669,866,302,76,224,654,58,81,616
8130:82205,113002,110127,63865,8648,17,4268,16794,3409,877
8134:114187,2265,1913,2139,1149,2600,698,7011,31633,13060
8137:4880,55039,58,25164,29,42227,103087,90283,112235,77335
8141:8743,29049,91942,81129,93526,74264,32491,17,4998,90094
8144:93245,55833,87664,76570,104356,79227,13721,12918,121608,92360
8150:17,41783,9842,302,29455,94615,88258,8,84,29
8159:17,59525,70280,95152,95683,35274,40,3081,6400,358
8161:17,669,866,302,76,224,654,58,81,616
8163:2930,88860,17,76,654,302,1995,58,2265,2139
8184:81,77407,780,81253,24521,117842,6757,76373,23958,120662
8186:77148,78667,38335,36227,40721,34413,518,654,616,58
8200:30100,31927,25406,61009,4363,71879,44040,654,74496,5987
8206:55411,117063,44115,97483,94173,118716,616,1305,262,1598
8217:1786,22083,21223,37628,17,72869,8127,23058,113836,104378
8224:56715,48393,42925,814,64508,7624,27757,48329,57761,17
8225:774,50118,62735,120543,17,88634,42776,4487,245,86638
8227:41796,50595,54334,53560,53192,34402,92565,17,4798,1267
8229:16423,17,302,58,28814,22881,8754,72331,121520,87340
8245:73131,77993,17812,36400,14403,116797,19489,77209,121181,49433
8263:17,669,866,302,76,224,654,58,81,616
8264:83247,73761,53493,986,66597,105128,119235,545,9289,40
8270:1109,10682,49400,9396,53452,93241,24676,62762,103448,48478
8276:17,58,616,84,76,866,650,8,1102,301
8285:302,5741,39108,45145,117,4589,1866,21545,14626,75235
8286:78603,92687,20765,102174,12020,12746,182,508,70,7556
8287:10834,110569,26799,92073,94143,80253,88236,67585,6733,40
8290:92368,45722,20172,73954,117479,100650,17,116,10070,1871
8310:105042,53977,49237,94586,95583,44227,6224,60114,306,24437
8314:79667,1121,36797,40355,59189,866,2021,23183,17,347
8325:29185,34537,17,302,38808,654,42056,31540,67983,8064
8326:42899,98885,40003,302,76,654,82743,43844,96737,86347
8334:17,654,58,616,302,34379,48982,87388,60485,29
8336:17,669,866,302,76,224,654,58,81,616
8343:112701,63837,75865,790,111940,69762,46566,81399,90933,27765
8347:616,102546,27413,29,8,650,50354,76,65234,138
8352:17,18490,64642,76,29709,302,22807,616,21613,106110
8368:17,302,654,616,29,8,76,84,285,650
8380:336,102557,44368,118513,32685,168,17,14754,100231,6097
8396:43789,68409,17,80348,302,58,90574,100593,42308,616
8401:302,654,361,34363,5033,747,39537,27843,64416,122728
8406:99531,40706,67507,17,378,8,654,16872,616,53690
8411:302,654,84,58,866,29,616,354,1102,76
8413:17,409,32,616,650,542,302,8,15,58
8435:17,669,866,302,76,224,654,58,81,616
8449:107332,90983,96084,84660,23191,4825,3172,2880,7457,1712
8450:18803,13266,1711,1686,37804,1550,46266,12393,45031,63344
8476:8730,12830,93313,53337,37536,42365,9755,27234,55290,302
8477:48534,69797,4883,106434,72416,22,17,116437,66334,105776
8491:2850,38353,226,70,138,394,56633,2268,41145,353
8499:12117,26180,17,68786,98584,40507,61569,59866,70357,91827
8500:95002,69653,8418,50294,4455,88651,40992,112559,106663,69811
8510:73161,17612,103638,82450,64078,52558,109286,76345,65,17
8513:30316,110076,110088,7145,115249,17,1498,69701,68012,43690
8517:57092,29782,25041,1930,394,8213,88,5474,86763,302
8530:99733,17,302,2317,654,58,75995,115094,113854,1161
8531:302,58,37091,75483,116359,76,8,29,650,564
8534:398,106384,19166,37386,5598,3829,121070,60412,66449,79242
8536:40722,115389,57783,17,114325,97285,47326,22487,110241,616
8537:1568,14962,363,8,17,22070,1285,25549,518,20183
8552:17,669,866,302,76,224,654,58,81,616
8569:63203,1352,1527,94238,4825,189,10041,6434,73179,20951
8578:81129,106,4481,14152,2816,10466,504,27752,17,1957
8581:94993,12920,22055,40565,53433,63754,19472,30519,12144,698
8582:1567,93043,650,8,1102,354,6,518,736,285
8600:84549,30564,67071,50054,120942,60906,108610,19025,81487,51298
8603:25937,51517,32992,73676,27744,71946,47023,947,17,53007
8635:30657,5427,30512,72188,108899,58664,866,17,4755,1352
8636:114529,6901,7023,8783,17,5357,21830,3098,59546,26485
8637:17,669,866,302,76,224,654,58,81,616
8644:1240,20984,568,1332,55436,53644,87546,39789,17,736
8651:59905,2162,13232,63364,108624,69140,73169,84,302,1119
8660:98560,17,1119,15981,77666,616,58,100878,78215,84029
8670:113832,19086,34686,91004,57066,81,654,229,226,17
8681:699,302,654,24489,84,76,8,29,650,866
8692:73573,80815,43597,24620,84323,119379,6589,17,44368,3423
8711:17,669,866,302,76,224,654,58,81,616
8717:81,3819,1884,5767,1001,394,1344,3429,7585,542
8718:71709,103579,96130,13548,89010,117443,76,984,81,112904
8719:112649,73374,78214,57323,48817,69609,67695,654,361,81
8735:86486,29,654,10047,6759,3244,24698,289,4174,179
8736:7503,7890,107907,49637,116120,78917,109624,58336,117541,16731
8746:302,39142,94652,616,58,8,84,76,29,650
8747:8545,8486,116241,302,654,28421,15925,33118,24676,5306
8755:27589,669,378,17,1592,301,1539,924,5975,98
8760:88596,38295,58063,89549,116508,64116,1046,17,1930,4072
8765:17,669,866,302,76,224,654,58,81,616
8768:52560,21359,120225,117931,18115,1038,50809,86483,43587,61504
8771:65,74904,7446,68332,17,78839,80904,34466,50628,8
8774:58,6837,86087,1382,2266,25965,54710,13979,80427,89843
8782:37734,16169,117157,64403,86831,59167,569,46659,114620,168
8788:46756,5753,57837,99283,26392,27799,2845,25946,58,76532
8789:59997,9098,119009,25987,37709,17692,21631,21887,17,1352
8790:675,73484,68812,66602,25594,57451,398,17368,35279,48741
8802:68930,8870,45224,97322,26774,83550,49613,302,654,616
8810:12791,82011,25799,9212,17,76,11268,52609,80248,11696
8812:46152,687,4254,986,51999,56469,86954,78066,24401,66439
8822:17,669,866,302,76,224,654,58,81,616
8825:22142,60687,109764,89334,121628,91929,27177,76746,18887,92076
8844:103267,2121,224,182,2116,2566,10408,356,32591,1148
8850:4755,44242,27138,1527,112644,82844,27089,63584,65738,14763
8852:100158,91416,31749,17170,10974,36997,8308,1119,518,70
8862:2068,17,108777,50013,710,3704,1744,71891,77872,8273
8863:302,654,58,8,89750,29,518,79234,93335,74105
8868:79583,17,302,8,120286,3894,87411,1102,58,654
8870:17,5288,58,8,616,29,518,76,354,138
8872:17,25056,22703,302,85633,3657,21047,67575,3514,58516
8877:24429,17,94,30100,31927,302,616,654,58,8
8889:28163,123177,120344,41380,57652,75498,57664,84586,17,19166
8890:9429,90188,119350,69054,81446,13086,71831,4358,51919,97998
8900:1403,93983,24625,19399,102001,91250,65315,31002,58,85622
8906:77859,17,76,302,89253,654,616,81,564,8
8912:40909,26781,64897,97971,17,8443,19561,27081,19206,14287
8913:5111,4318,20812,41296,34710,40104,49883,2548,840,8934
8915:17,302,1287,654,58,33151,97288,76,3424,113184
8916:58080,78742,115276,17043,100379,3182,418,77894,110760,89717
8920:4854,16116,107954,81,7072,2021,41813,36919,43024,354
8924:99181,91390,21224,40204,17488,118290,121772,90429,17,76
8931:1196,34650,64373,102372,302,43300,654,69679,58247,616
8935:98845,101788,50322,63291,102201,88258,55062,121731,51862,49332
8936:89051,54180,736,40588,8,17,8627,6503,17567,7021
8958:31872,654,4268,84,363,899,65,302,239,1119
8984:9725,9345,352,14754,297,1462,162,29417,60889,25127
9000:17,302,616,29,8,1102,76,650,518,736
9001:73130,122164,90438,171,56195,110896,72118,76289,3598,45588
9013:15766,32269,40453,62037,116827,93405,107558,64475,285,17
9024:66252,650,114300,17,238,616,2979,6,58,302
9079:17,81,302,616,110124,58,81253,654,8,38909
9085:79415,35385,77702,96030,104277,17,90761,93891,96359,10024
9096:44899,25160,106149,2880,27344,47568,44301,72471,378,39437
9098:28222,70377,11757,64815,7387,26334,122603,22626,118211,105135
9106:302,654,84,327,58,616,76,29,8,354
